CR0312N2,#genre#
GoodTV 愛旅行台,https://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch11-2.m3u8
GoodTV 共享觀點,https://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch19-2.m3u8
GoodTV 真情部落,https://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch3-2.m3u8

IPTV台灣分類3,#genre#
東森電影,http://120.84.96.32:808/hls/32/index.m3u8
東森洋片,http://120.84.96.32:808/hls/33/index.m3u8
龍祥時代,http://120.84.96.32:808/hls/35/index.m3u8
三立INEWS,http://seb.sason.top/sc/slinews_fhd.m3u8
三立台灣,http://125.227.210.37:15714/VideoInput/play.ts
三立台灣台,http://125.227.210.55:15714/VideoInput/play.ts
三立綜合台,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-live207&nid=169
三立綜合台,http://50.7.218.42:8278/sanlizhonghe/playlist.m3u8?tid=m3362167a08a014596868&ct=17874&tsum=4472a7c943b67bf52fe5e836ca9f3b6b
中天娛樂,http://125.227.210.37:15796/VideoInput/play.ts
中天娛樂台,http://125.227.210.55:15796/VideoInput/play.ts
中視 HD,http://for40255.sytes.net:8099/tv/iptv/live_4gtv.php?vid=4gtv-4gtv040&nid=4
中視經典台,http://50.7.218.42:8278/zhongshi_twn/playlist.m3u8?tid=mffe9aaf8765f&ct=18335&tsum=bcdd7a2ce4a5498b1449cb26a01150c0
台視新聞,http://seb.sason.top/sc/tsxw_fhd.m3u8
大愛一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大愛二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大愛台,http://50.7.161.82:8278/daai_twn/playlist.m3u8?tid=m22178fccc70212656308&ct=17874&tsum=68bbc63cc5cb649ef5df75b1f0296336
東森戲劇台,http://easy_001.ztpfuoodzsthwn.xyz:8888/mylive/103/333540/index.m3u8
民視第一台,http://seb.sason.top/ptv/ftv.php?id=dy
民視綜藝台,http://seb.sason.top/ptv/ftv.php?id=zy
緯來體育台,http://125.227.210.55:18358/VideoInput/play.ts
華藏衛視[640*480][640*480],http://118.163.88.61:1935/hwazanlivetv/live.stream/playlist.m3u8
靖天卡通台,http://50.7.218.42:8278/jingtiancartoon_twn/playlist.m3u8?tid=m1465dab025b5&ct=18335&tsum=ba935e583d90bfbe1d1d9662e9ac600c
非凡新聞台,http://125.227.210.37:15078/VideoInput/play.ts

Vamoschuck,#genre#
台視新聞台,http://seb.sason.top/sc/tsxw_fhd.m3u8
民視第一台,http://seb.sason.top/ptv/ftv.php?id=dy
民視綜藝台,http://seb.sason.top/ptv/ftv.php?id=zy
民視影劇,http://seb.sason.top/ptv/ftv.php?id=yj
民視旅遊,http://seb.sason.top/ptv/ftv.php?id=ly
三立iNews,http://seb.sason.top/sc/slinews_fhd.m3u8
東森財經新聞台,http://seb.sason.top/sc/dscjxw_fhd.m3u8
大立電視台,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
智林體育台,http://58.99.33.16:1935/liveedge17/live_122_3.stream/chunklist.m3u8
民視,rtmp://59.124.75.138/sat/tv051
台視,rtmp://59.124.75.138/sat/tv071
中視,rtmp://59.124.75.138/sat/tv091
華視,rtmp://59.124.75.138/sat/tv111
TVBS新聞,rtmp://59.124.75.138/sat/tv551
TVBS歡樂,rtmp://59.124.75.138/sat/tv421
東森財經新聞,rtmp://59.124.75.138/sat/tv571
緯來育樂,rtmp://59.124.75.138/sat/tv701
緯來體育,rtmp://59.124.75.138/sat/tv721
緯來日本,rtmp://59.124.75.138/sat/tv771
愛爾達體育1,rtmp://59.124.75.138/sat/md011
愛爾達體育2,rtmp://59.124.75.138/sat/md051
愛爾達體育3,rtmp://59.124.75.138/sat/md021
ELEVEN體育一台,rtmp://59.124.75.138/sat/tv731
ELEVEN體育二台,rtmp://59.124.75.138/sat/tv741
ELEVEN體育二台,rtmp://59.124.75.138/sat/md041
MoMo綜合台,rtmp://59.124.75.138/sat/tv761

海哥親測,#genre#
大愛一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大愛二台,https://pulltv1.wanfudaluye.com/live/tv2.m3u8
FOX新聞,https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8
TVBS新聞,http://for40255.sytes.net:8099/tv/iptv/live.php?id=55tvbs
中天新聞,http://for40255.sytes.net:8099/tv/iptv/live.php?id=ztxw
東森新聞,http://for40255.sytes.net:8099/tv/iptv/live.php?id=dsxw
中視,rtmp://59.124.75.138:1935/sat/tv091
中視,rtmp://219.80.97.35/sat/tv091
華視,rtmp://59.124.75.138:1935/sat/tv111
華視,rtmp://219.80.97.35/sat/tv111
台視,rtmp://59.124.75.138:1935/sat/tv071
台視,rtmp://219.80.97.35/sat/tv071
民視,rtmp://59.124.75.138:1935/sat/tv051
民視,rtmp://219.80.97.35/sat/tv051
蓮花衛視,http://nettvpro.live/hls/lotustv.php
TVBS新聞台,rtmp://59.124.75.138:1935/sat/tv551
TVBS新聞台,rtmp://219.80.97.35/sat/tv551
TVBS歡樂台,rtmp://59.124.75.138:1935/sat/tv421
TVBS歡樂台,rtmp://219.80.97.35/sat/tv421
有線18台,rtmp://59.124.75.138:1935/sat/hk041
有線18台,rtmp://219.80.97.35/sat/hk041
好消息綜合台,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
緯來育樂,rtmp://59.124.75.138:1935/sat/tv701
緯來育樂,rtmp://219.80.97.35/sat/tv701
緯來體育,rtmp://59.124.75.138:1935/sat/tv721
緯來體育,rtmp://219.80.97.35/sat/tv721
緯來日本,rtmp://59.124.75.138:1935/sat/tv771
緯來日本,rtmp://219.80.97.35/sat/tv771
原住民族,http://streamipcf.akamaized.net/live/_definst_/live_720/chunklist_b1500.m3u8
東森財經,rtmp://59.124.75.138:1935/sat/tv571
東森財經,rtmp://219.80.97.35/sat/tv571
東森超視,rtmp://59.124.75.138:1935/sat/tv331
東森超視,rtmp://219.80.97.35/sat/tv331
陌陌綜合,rtmp://59.124.75.138:1935/sat/tv761
陌陌綜合,rtmp://219.80.97.35/sat/tv761
ELEVEN1,rtmp://59.124.75.138:1935/sat/tv731
ELEVEN1,rtmp://219.80.97.35/sat/tv731
ELEVEN2,rtmp://219.80.97.35/sat/tv741
ELEVEN2,rtmp://59.124.75.138:1935/sat/tv741
中天新聞(備),http://119.29.145.154:9999/IPTV.php?tid=gt&id=53
中視,http://119.29.145.154:9999/IPTV.php?tid=gt&id=82
CNC英文,http://source07.v.news.cn/live/CNC_EN/playlist.m3u8
智林體育台,http://58.99.33.16:1935/liveedge17/live_122_3.stream/chunklist.m3u8
中台灣生活網,http://58.99.33.16:1935/liveedge17/live_852_3.stream/chunklist.m3u8
壹電視新聞台,http://stream.nexttv.com.tw/n001/hd/live.m3u8
中台灣生活網,http://58.99.33.16:1935/liveedge17/live_020_3.stream/chunklist.m3u8
好消息綜合台, https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
TVBS新聞,http://for40255.sytes.net:8099/tv/iptv/live.php?id=55tvbs
中天新聞,http://for40255.sytes.net:8099/tv/iptv/live.php?id=ztxw
東森新聞,http://for40255.sytes.net:8099/tv/iptv/live.php?id=dsxw

0415,#genre#
台視新聞,http://seb.sason.top/sc/tsxw_fhd.m3u8
民視第一,http://seb.sason.top/ptv/ftv.php?id=dy
民視台灣,http://seb.sason.top/ptv/ftv.php?id=tw
民視影劇,http://seb.sason.top/ptv/ftv.php?id=yj
民視綜藝,http://seb.sason.top/ptv/ftv.php?id=zy
民視旅遊,http://seb.sason.top/ptv/ftv.php?id=ly
東森財經新聞,http://seb.sason.top/sc/dscjxw_fhd.m3u8
三立iNews,http://seb.sason.top/sc/slinews_fhd.m3u8
eleven1,http://125.227.210.37:10677/VideoInput/play.ts
年代新聞,http://125.227.210.37:11055/VideoInput/play.ts
FOX頻道,http://125.227.210.37:13498/VideoInput/play.ts
迪斯尼,http://125.227.210.37:14250/VideoInput/play.ts
非凡新聞,http://125.227.210.37:15078/VideoInput/play.ts
三立新聞,http://125.227.210.37:15589/VideoInput/play.ts
三立台灣,http://125.227.210.55:15714/VideoInput/play.ts
中天娛樂,http://125.227.210.37:15796/VideoInput/play.ts
TVBS新聞台,http://125.227.210.37:16329/VideoInput/play.ts
CNBC,http://125.227.210.37:16415/VideoInput/play.ts
東森戲劇,http://125.227.210.37:17524/VideoInput/play.ts
NEWS,http://125.227.210.37:18184/VideoInput/play.ts
緯來體育,http://125.227.210.37:18358/VideoInput/play.ts
民視,rtmp://59.124.75.138/sat/tv051
台視,rtmp://59.124.75.138/sat/tv071
中視,rtmp://59.124.75.138/sat/tv091
華視,rtmp://59.124.75.138/sat/tv111
大愛一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大愛二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
MoMo綜合台,rtmp://59.124.75.138/sat/tv761
東森財經,rtmp://59.124.75.138/sat/tv571
緯來日本,rtmp://59.124.75.138/sat/tv771
緯來育樂,rtmp://59.124.75.138/sat/tv701
TVBS新聞台,rtmp://59.124.75.138/sat/tv551
TVBS歡樂台,rtmp://59.124.75.138/sat/tv421
TVBS歡樂台,rtmp://59.124.75.138:1935/sat/tv421
NHKWorldJapan,https://nhkworld.webcdn.stream.ne.jp/www11/nhkworld-tv/zh/725580/livecom_zh.m3u8
NHKWorldJapan,https://nhkw-zh-hlscomp.akamaized.net/ixxemlzk1vqvy44o/playlist.m3u8
NHKWorldJapan,http://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8
原住民電視,http://streamipcf.akamaized.net/live/_definst_/live_720/key_b1500.m3u8
唯心電視,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
亞美衛視,http://dcunilive30-lh.akamaihd.net/i/dclive_1@535522/master.m3u8
亞旅衛視,http://dcunilive30-lh.akamaihd.net/i/dclive_1@535522/master.m3u8
SexyK-Pop,https://srv1.zcast.com.br/kpoptv/kpoptv/.m3u8
ANTV,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8
愛爾達體育1,rtmp://59.124.75.138/sat/md041
愛爾達體育2,rtmp://59.124.75.138/sat/md051
愛爾達體育3,rtmp://59.124.75.138/sat/md031
ELEVEN體育一台,rtmp://59.124.75.138/sat/tv731
ELEVEN體育二台,rtmp://59.124.75.138/sat/tv741
博斯網球,rtmp://59.124.75.138/sat/md011
博斯魅力,rtmp://59.124.75.138/sat/md021
東森財經,rtmp://59.124.75.138/sat/tv571
TVBS新聞台,rtmp://59.124.75.138/sat/tv551

太陽直播太陽直播,#genre#
壹新聞,http://stream.nexttv.com.tw/n001/playlist.m3u8
民視新聞 HD,http://seb.sason.top/ptv/ftv.php?id=ms
東森新聞 HD,http://seb.sason.top/sc/dsxw_fhd.m3u8
三立新聞,http://125.227.210.37:15589/VideoInput/play.ts
TVBS新聞台,http://125.227.210.37:16329/VideoInput/play.ts
非凡新聞,http://125.227.210.37:15078/VideoInput/play.ts
台視新聞 HD,http://seb.sason.top/sc/tsxw_fhd.m3u8
東森財經新聞 HD,http://seb.sason.top/sc/dscjxw_fhd.m3u8
三立財經新聞 HD,http://seb.sason.top/sc/slinews_fhd.m3u8
三立iNews,http://seb.sason.top/sc/slinews_fhd.m3u8
三立台灣,http://125.227.210.55:15714/VideoInput/play.ts
民視第一 HD,http://seb.sason.top/ptv/ftv.php?id=dy
民視台灣 HD,http://seb.sason.top/ptv/ftv.php?id=tw
民視影劇,http://seb.sason.top/ptv/ftv.php?id=yj
民視綜藝,http://seb.sason.top/ptv/ftv.php?id=zy
民視旅遊,http://seb.sason.top/ptv/ftv.php?id=ly
中天娛樂,http://125.227.210.37:15796/VideoInput/play.ts
MoMo綜合台,rtmp://59.124.75.138/sat/tv761
HBO HD,http://125.227.210.37:16027/VideoInput/play.ts
FOX電影頻道,http://125.227.210.37:13498/VideoInput/play.ts
CHC高清電影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
東方影視FHD,http://140.207.241.2:8080/live/program/live/dsjpdhd/4000000/mnf.m3u8
極限電影台,http://125.227.210.37:19020/VideoInput/play.ts
NewTV動作電影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
NewTV搏擊運動,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
eleven1,http://125.227.210.37:10677/VideoInput/play.ts
Discovery,http://125.227.210.37:10388/VideoInput/play.ts
國家地理,http://125.227.210.37:16408/VideoInput/play.ts
CN卡通  ,http://125.227.210.37:16671/VideoInput/play.ts
緯來體育台 HD,http://125.227.210.37:18358/VideoInput/play.ts
原住民電視,http://streamipcf.akamaized.net/live/_definst_/live_720/key_b1500.m3u8
世新綜合台,http://61.58.60.230:9319/live/49.m3u8
CNBC,http://125.227.210.37:16415/VideoInput/play.ts
NEWS,http://125.227.210.37:18184/VideoInput/play.ts
大愛一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大愛二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
華藏衛視,http://118.163.88.61:1935/hwazanlivetv/live.stream/playlist.m3u8?fbclid=IwAR2uErpXmasWyKXdAsf_7CmAt16pfI_p8LnqdgrwtxWmErj7tq4NSTRtnPc

電視家channel,#genre#
民视,http://50.7.218.42:8278/ftvhd_taiwan/playlist.m3u8?tid=m15b424641a89&ct=18335&tsum=ba82cdbfb8253c45a13df5354e6d0dbc
民视,http://50.7.218.42:8278/ftvhd_taiwan/playlist.m3u8?tid=15141291&ct=17990&tsum=ab93fcdf581cc3f483e1ceede13312ce
台视,http://50.7.218.42:8278/ttv_taiwan/playlist.m3u8?tid=mdea1ba75c9e516139101&ct=17874&tsum=95f1742d36f959fe6e241587a4f8e970
华视,http://50.7.218.42:8278/ctshd_twn/playlist.m3u8?tid=m760743cf1f5e&ct=18335&tsum=9b0d2efb292253075aa4ec25cc439b81
DMAX,http://50.7.218.42:8278/discoveryturbo_twn/playlist.m3u8?tid=m33a70bc8259c12219783&ct=17877&tsum=b8470668b7a41d6b15a90b7aa43b3279
DMAX,http://50.7.218.42:8278/discoveryturbo_twn/playlist.m3u8?tid=MECE3122352031223520&ct=18393&tsum=66f49d6631e9a76ea563d20a25e0bd4c
探索科学台,http://50.7.218.42:8278/discoverysc_twn/playlist.m3u8?tid=mc6599c2e8abf17200438&ct=17877&tsum=04c82c404888445ec55711287ad6b21b
探索科学台,http://50.7.218.42:8278/discoverysc_twn/playlist.m3u8?tid=MECE1045237810452378&ct=18393&tsum=806a4803bc2c402750bf7fde4daaf50e
HBO家庭,http://50.7.218.42:8278/fyi_twn/playlist.m3u8?tid=m99b80124e3b4&ct=18337&tsum=73f6f540497de9a5615b9bd55bec8853
动物星球频道,http://50.7.218.42:8278/animalplanet_twn/playlist.m3u8?tid=m4da2c053371613331372&ct=17874&tsum=4481f502bb91c2c67964feecfbc4b702
动物星球频道,http://50.7.218.42:8278/animalplanet_twn/playlist.m3u8?tid=MABA3681856636818566&ct=18393&tsum=2066d4c793195f8449577d35af941288
CN卡通频道,http://50.7.218.42:8278/momo1_twn/playlist.m3u8?tid=md272f875bb6916787346&ct=17874&tsum=0c38bae20c6db7e76ad1418654c8ccd4
CN卡通频道,http://50.7.218.42:8278/momo1_twn/playlist.m3u8?tid=MDCD8337337283373372&ct=18393&tsum=3744c35f02ab2207fb7dbbcb450f02d6
八大第一台,http://50.7.218.42:8278/badafirst/playlist.m3u8?tid=mb8efded78b4e12042621&ct=17874&tsum=028ad819cd9a0f949a043d652fa3e164
八大娱乐台,http://50.7.218.42:8278/badaentertain/playlist.m3u8?tid=m6f7aed1b4260&ct=18335&tsum=fd808db00f6ca5c51dd3de7d3e214287
八大综合台,http://50.7.218.42:8278/badazhonghe/playlist.m3u8?tid=mfb8d64b6276514171054&ct=17874&tsum=a87466c997089ea7dce98cd17301667d
八大戏剧台,http://50.7.218.42:8278/badadrama/playlist.m3u8?tid=m4970c4e1b988&ct=18335&tsum=20cb1d15d4e116ab9e44edb542cf51a5
三立综合台,http://50.7.218.42:8278/sanlizhonghe/playlist.m3u8?tid=m3362167a08a014596868&ct=17874&tsum=4472a7c943b67bf52fe5e836ca9f3b6b
东森综合台,http://50.7.218.42:8278/ettvzhonghe/playlist.m3u8?tid=m65c4e525f24617101171&ct=17874&tsum=663db593cfeefc92ce4b5d7461988f3f
中天娱乐台,http://50.7.218.42:8278/ctient/playlist.m3u8?tid=m6780c60bd34a13540795&ct=17874&tsum=06089e289a460b0685447b7656d550e3
中天亚洲台,http://50.7.218.42:8278/ctiasia_twn/playlist.m3u8?tid=mfc2c5bc6c101&ct=18335&tsum=d074a602fcd98718afeb8fc9a18fa964
东森戏剧台,http://50.7.218.42:8278/ettvdrama/playlist.m3u8?tid=m921dcb630ebe17354109&ct=17874&tsum=695370160923af940d1a90d44c262acc
民视新闻台,http://50.7.218.42:8278/ftvnew_taiwan/playlist.m3u8?tid=md953ce86cdad16241449&ct=17874&tsum=949d4aace793a001dd41392b210ba406
东森新闻台,http://50.7.218.42:8278/ettvnews/playlist.m3u8?tid=m1785954e5a67&ct=18336&tsum=ce82c650c85a63fe1ead9e30f2d4bfb4
东森财经台,http://50.7.218.42:8278/ettvcaijing_twn/playlist.m3u8?tid=m999b5a0f7fca17599138&ct=17874&tsum=345085d2d6d4401fdb3da968dfee5a54
东森电影台,http://50.7.218.42:8278/ettvmovie/playlist.m3u8?tid=md2ba4c243ed411481253&ct=17874&tsum=4637ffbc3260e78931b566300e618313
纬来电影台,http://50.7.218.42:8278/videolandmovie/playlist.m3u8?tid=ma2dac66da407&ct=18335&tsum=9a5a39559f64a71081ef9b3a85f2886c
龙祥电影台,http://50.7.218.42:8278/lungxiangtime_twn/playlist.m3u8?tid=MADA6805114368051143&ct=18392&tsum=d6a1f02ca9abd5368d2a365e40247ae8
东森洋片台,http://50.7.218.42:8278/ettvwestern/playlist.m3u8?tid=mfdfc048e6c2416337202&ct=17874&tsum=cad39b26202d525ea820bee1d69e545f
好莱坞电影台,http://50.7.218.42:8278/hollywoodmovies_twn/playlist.m3u8?tid=m39bfcd99239617992917&ct=17874&tsum=774ffa7546c934dc27e743c5bbb454d3
博斯高球I,http://50.7.218.42:8278/bosigolf1_twn/playlist.m3u8?tid=m51c41c232c43&ct=18335&tsum=26e2e08302bf0409db94a692921fa08b
博斯高球I,http://50.7.218.42:8278/bosigolf1_twn/playlist.m3u8?tid=MD5D3832704238327042&ct=18393&tsum=cbf3bf749c9b0bf4828ab19efff1c5b0
博斯运动II,http://50.7.218.42:8278/bosisport2_twn/playlist.m3u8?tid=mb50f39eebf51&ct=18335&tsum=4f8960c36a3e7f2b069d574293809283
博斯运动II,http://50.7.218.42:8278/bosisport2_twn/playlist.m3u8?tid=MA6A9994195899941958&ct=18393&tsum=6d1df531c3970ed49efe13473af46a2b
博斯网球,http://50.7.218.42:8278/bositennis_twn/playlist.m3u8?tid=m60f4fd9da4d1&ct=18335&tsum=4d026bfb332da29886aa772f2e149edb
CINEMAX,http://50.7.218.42:8278/cinemax_twn/playlist.m3u8?tid=mf18038aaba6311485855&ct=17874&tsum=63ee6bcdb705ee72ea3d0f0d84ed6df1
HBO-HD,http://50.7.218.42:8278/hbohd_twn/playlist.m3u8?tid=m8d785f4e022616401837&ct=17877&tsum=56e767abfc65234db52b017576b00403
HBO-HD,http://50.7.218.42:8278/hbohd_twn/playlist.m3u8?tid=ME7E8473082984730829&ct=18392&tsum=acad12b7c208bda39b68dec98349e138
HBO-强档,http://50.7.218.42:8278/hbohits_twn/playlist.m3u8?tid=ma34564be88dc14041284&ct=17874&tsum=4c27530a08ffe34dd956619fd0f36a22
HBO-强档,http://50.7.218.42:8278/hbohits_twn/playlist.m3u8?tid=MEAE4573157945731579&ct=18392&tsum=f86959d8d1d44b2eb9d30f62bdf2835f
HBO-原创,http://50.7.218.42:8278/hbosignature_twn/playlist.m3u8?tid=m48ee99a5dacb15948906&ct=17874&tsum=3d127801d49fa098b4118400117b4fbb
HBO-原创,http://50.7.218.42:8278/hbosignature_twn/playlist.m3u8?tid=MD6D5767423357674233&ct=18392&tsum=995709f1100cf1b07964790160bfb4ee
爱尔达影剧台,http://50.7.218.42:8278/eltadrama_twn/playlist.m3u8?tid=mea60e416943110603068&ct=17874&tsum=ede38d2a218a34b5397af9d19e0c39a3
爱尔达体育1台,http://50.7.218.42:8278/eltasport_twn/playlist.m3u8?tid=md3567b35401611916221&ct=17874&tsum=be2a069324faa7f0737ca0d396d43745
爱尔达体育3台,http://50.7.218.42:8278/eltasports3_twn/playlist.m3u8?tid=m92b67618b700&ct=18335&tsum=bdc6fd47d695d59eed8dd2bf22218b7f
FOX体育3台,http://50.7.218.42:8278/foxsport3hd_twn/playlist.m3u8?tid=m5d584d8f204e14267960&ct=17895&tsum=a75615ebe28f1eaa5d552ec102136011
ELEVEN SPORTS 1,http://50.7.218.42:8278/golfchannel_twn/playlist.m3u8?tid=MFBF2798068027980680&ct=18393&tsum=d8204023f67120512c75a8882f121120
EYE TV戏剧台,http://50.7.218.42:8278/eyetvxiju_twn/playlist.m3u8?tid=m379e8846d31b14432367&ct=17874&tsum=2c4c2acd16a5a5e00797ad6f4c4cb586
EYE TV旅游台,http://50.7.218.42:8278/eyetvtravel_twn/playlist.m3u8?tid=m3e96290c929116279255&ct=17874&tsum=7c060d25738e52e57372f408b9ccd0bc
中国电影,http://50.7.218.42:8278/chcfamily/playlist.m3u8?tid=ME7E3282776332827763&ct=18393&tsum=c098f25f9c140478d2a814b22a7ccbd3
星卫电影台,http://50.7.218.42:8278/xingwei_movie/playlist.m3u8?tid=ME6E2875344228753442&ct=18392&tsum=c21fc395d9e540e48d429400b2fb0b05
星卫电影台,http://50.7.218.42:8278/xingwei_movie/playlist.m3u8?tid=MBAB2096754620967546&ct=18392&tsum=2c800c1f0b6cc98d2404608c294dcbc2
亚洲旅游台,http://50.7.218.42:8278/asiatravel_twn/playlist.m3u8?tid=ma9ec30da9ef3&ct=18335&tsum=ff0bd9207f2c72a8c9bf38464433dc7d
亚洲旅游台,http://50.7.218.42:8278/asiatravel_twn/playlist.m3u8?tid=MB9B9461769094617690&ct=18393&tsum=57c12e5ba95cca684613ec5e14714ff8
BaBy-TV,http://50.7.218.42:8278/babytv_twn/playlist.m3u8?tid=m7ab1b92a1306&ct=18335&tsum=57086eb57e1cc0c75ba08c75acab2406
BaBy-TV,http://50.7.218.42:8278/babytv_twn/playlist.m3u8?tid=MB3B7827650178276501&ct=18393&tsum=27fb0219125df6a523b97248cdf16d1b
CATCHPLAY 电影台,http://50.7.218.42:8278/catchplay_twn/playlist.m3u8?tid=ma51023a5bb5c15986498&ct=17874&tsum=2de38c0bcaece3cb5c50d0d600357cb0
CATCHPLAY 电影台,http://50.7.218.42:8278/catchplay_twn/playlist.m3u8?tid=ME7E4675812646758126&ct=18392&tsum=271a75bd9cc5c9a7ef81aca6ad1df354
HBO,http://50.7.218.42:8278/sundance_twn/playlist.m3u8?tid=mfe0bf4686c6d&ct=18335&tsum=14c57b1bfb62b277d396eb3cf14f26c6
HBO,http://50.7.218.42:8278/sundance_twn/playlist.m3u8?tid=ME8E6516348865163488&ct=18392&tsum=4b378b3dce57d990375dc63fa830c9a4
HBO,http://50.7.218.42:8278/sundance_twn/playlist.m3u8?tid=ME2E3028737630287376&ct=18392&tsum=c9d8507658c83110f8fdca428bae220b
美亚电影台,http://50.7.218.42:8278/meiyamovie_twn/playlist.m3u8?tid=MD3D6323299363232993&ct=18392&tsum=3f73f541d33abe71140d28ada99a071b
龙华影剧台,http://50.7.218.42:8278/lunghuamovie_twn/playlist.m3u8?tid=mdb73470557ff10965185&ct=17874&tsum=d0a4494eb289910a11f4d305a804136a
龙华戏剧台,http://50.7.218.42:8278/lunghuaxiju_twn/playlist.m3u8?tid=m5c1b0bf1531015581628&ct=17874&tsum=2d2c4d6761fa92d63b97c0fe787007cb
龙华洋片台,http://50.7.218.42:8278/lunghuawestern_twn/playlist.m3u8?tid=m8fe1f2649ecd12830420&ct=17874&tsum=a6674ed93a8ec4ea4705c721b752d4db
靖天卡通台,http://50.7.218.42:8278/jingtiancartoon_twn/playlist.m3u8?tid=m1465dab025b5&ct=18335&tsum=ba935e583d90bfbe1d1d9662e9ac600c

兒童卡通,#genre#
東森幼幼台,https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/ebcyoyo.m3u8
海綿寶寶,http://txtest-xp2p.p2p.huya.com/1423782096-1423782096-6115097538950332416-2847687648-10057-A-0-1.xs
哆啦A夢,http://txtest-xp2p.p2p.huya.com/1524418078-1524418078-6547325790441177088-3048959612-10057-A-0-1.xs
蠟筆小新,http://txtest-xp2p.p2p.huya.com/1423787878-1423787878-6115122372451237888-2847699212-10057-A-0-1-imgplus.xs
貓和老鼠,http://txtest-xp2p.p2p.huya.com/1423782038-1423782038-6115097289842229248-2847687532-10057-A-0-1.xs
成龍歷險記,http://txtest-xp2p.p2p.huya.com/1423787836-1423787836-6115122192062611456-2847699128-10057-A-0-1.xs
路飛海盜,http://txtest-xp2p.p2p.huya.com/1199512045291-1199512045291-5223409117950902272-2399024214038-10057-A-0-1.xs
爆笑蟲子,http://txtest-xp2p.p2p.huya.com/98282154-98282154-422118637210435584-3465852224-10057-A-0-1.xs
中華小當家,http://txtest-xp2p.p2p.huya.com/1449588921-1449588921-6225937008338927616-2789274526-10057-A-0-1.xs
